Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2013.00,71491.00,Diesel,Manual,First,23.08 ,1461,63.12,5.00,4950.00
2015.00,46354.00,Petrol,Manual,Second,16.47 ,1198,74,5.00,5490.00
2019.00,87000.00,Diesel,Automatic,First,22.69 ,1995,190,5.00,6670.00
2015.00,20765.00,Petrol,Manual,First,15.0 ,1598,103.52,5.00,6250.00
2005.00,58000.00,Petrol,Manual,Second,0.0 ,999,null,5.00,1510.00
2014.00,51076.00,Diesel,Automatic,First,12.07 ,2967,241.4,7.00,34880.00
2016.00,84085.00,Diesel,Manual,First,26.21 ,1248,88.5,5.00,6900.00
2014.00,55000.00,Diesel,Manual,First,25.1 ,1498,98.6,5.00,5990.00
2010.00,73000.00,Petrol,Automatic,First,10.93 ,3498,272,5.00,10400.00
2012.00,50001.00,Diesel,Automatic,First,14.57 ,2967,241.38,5.00,29000.00
2016.00,93166.00,Diesel,Manual,Second,14.02 ,2179,118.3,7.00,5850.00
2006.00,99583.00,Petrol,Automatic,Third,12.0 ,1493,100,5.00,2210.00
2010.00,72000.00,Petrol,Manual,First,15.5 ,1586,103.3,5.00,2400.00
2009.00,70000.00,Petrol,Manual,Third,14.53 ,1798,138.1,5.00,3000.00
2012.00,61000.00,Petrol,Automatic,Second,14.4 ,1598,103.6,5.00,3750.00
2015.00,66510.00,Petrol,Manual,First,21.1 ,814,55.2,5.00,2950.00
2011.00,84062.00,Diesel,Manual,First,20.0 ,1968,108.5,5.00,5800.00
2012.00,80799.00,Diesel,Manual,First,22.9 ,1248,74,5.00,4900.00
2018.00,5000.00,Petrol,Automatic,First,14.28 ,1798,138.03,5.00,16950.00
2013.00,92000.00,Diesel,Manual,First,12.99 ,2494,100,8.00,12500.00
2017.00,53000.00,Diesel,Manual,First,27.28 ,1047,69,5.00,5000.00
2015.00,39822.00,Petrol,Manual,First,15.41 ,1598,103.52,5.00,4680.00
2016.00,29000.00,Diesel,Automatic,First,10.91 ,3198,197,7.00,29800.00
2017.00,24214.00,Petrol,Manual,Second,25.17 ,799,53.3,5.00,3460.00
2012.00,75000.00,Diesel,Manual,First,23.0 ,1396,90,5.00,4000.00
2012.00,77216.00,Diesel,Manual,Second,17.5 ,1896,106,5.00,4500.00
2013.00,74290.00,Diesel,Manual,First,21.43 ,1364,87.2,5.00,5870.00
2015.00,61000.00,Diesel,Manual,First,15.4 ,2179,120,8.00,9500.00
2013.00,44000.00,Diesel,Automatic,First,14.16 ,1968,174.3,5.00,32500.00
2014.00,74041.00,Diesel,Manual,First,18.2 ,1248,73.8,8.00,3880.00
2013.00,85846.00,Diesel,Automatic,First,22.69 ,1995,190,5.00,13080.00
2012.00,52000.00,Diesel,Manual,First,21.64 ,1461,84.8,5.00,3500.00
2010.00,47000.00,Petrol,Manual,Second,12.8 ,2354,177.6,5.00,3500.00
2010.00,72010.00,Diesel,Manual,First,16.8 ,1493,110,5.00,4450.00
2015.00,15000.00,Petrol,Manual,First,16.8 ,796,34.2,8.00,2350.00
2015.00,480000.00,Petrol,Manual,First,17.4 ,1497,117.3,5.00,5000.00
2012.00,24720.00,Diesel,Automatic,Second,0.0 ,2967,241.4,5.00,28000.00
2007.00,75000.00,Petrol,Manual,Second,16.6 ,1388,68,5.00,2000.00
2015.00,57000.00,Diesel,Manual,First,22.54 ,1396,88.73,5.00,6350.00
2015.00,41057.00,Diesel,Automatic,First,13.0 ,2143,201.1,5.00,24630.00
2012.00,92000.00,CNG,Manual,Second,26.2,998,58.2,5.00,3000.00
2016.00,20000.00,Diesel,Manual,First,22.77 ,1498,98.59,5.00,7900.00
2011.00,52359.00,Petrol,Manual,First,18.5 ,1197,80,5.00,3250.00
2016.00,17000.00,Petrol,Manual,Second,17.8 ,1497,117.3,5.00,8250.00
2011.00,39002.00,Diesel,Manual,First,23.08 ,1461,63.1,5.00,2850.00
2010.00,129986.00,Diesel,Manual,Second,20.0 ,1399,68,5.00,3200.00
2013.00,45000.00,Petrol,Manual,First,18.44 ,1198,75,5.00,1750.00
2013.00,41300.00,Diesel,Manual,First,17.8 ,1248,null,5.00,3380.00
2009.00,82002.00,Petrol,Manual,Second,12.8 ,2354,177.6,5.00,5750.00
2010.00,67000.00,Petrol,Automatic,First,13.7 ,1798,157.75,5.00,4700.00
2017.00,21260.00,Petrol,Manual,First,14.0 ,796,35,5.00,2900.00
2012.00,55362.00,Diesel,Manual,First,21.9 ,1396,88.8,5.00,4250.00
2017.00,13000.00,Diesel,Automatic,First,17.01 ,1582,126.2,5.00,14500.00
2016.00,45725.00,Diesel,Manual,First,25.2 ,1248,74,5.00,5340.00
2014.00,105000.00,Diesel,Manual,First,25.2 ,1248,74,5.00,3850.00
2009.00,156056.00,Diesel,Manual,First,12.8 ,2494,102,8.00,8500.00
2016.00,135000.00,Diesel,Manual,First,24.4 ,1120,71,5.00,4200.00
2016.00,67000.00,Diesel,Manual,First,20.77 ,1248,88.7,7.00,6750.00
2016.00,90000.00,Diesel,Automatic,First,10.91 ,3198,197.2,7.00,26000.00
2019.00,32251.00,Diesel,Manual,First,22.54 ,1396,88.73,5.00,8610.00
2009.00,47000.00,Petrol,Manual,First,19.0 ,998,67.1,5.00,1460.00
2011.00,75308.00,Diesel,Manual,Second,21.1 ,1248,73.9,5.00,2800.00
2018.00,44202.00,CNG,Manual,First,32.26,998,58.2,4.00,4000.00
2014.00,58000.00,Petrol,Manual,First,17.0 ,1497,118,5.00,5470.00
2009.00,60000.00,Petrol,Manual,First,17.5 ,1298,85.8,5.00,2450.00
2014.00,45000.00,Diesel,Automatic,First,17.05 ,1995,184,5.00,21500.00
2010.00,41195.00,Petrol,Manual,First,15.0 ,1368,90,5.00,1380.00
2016.00,89000.00,Diesel,Manual,First,16.0 ,2179,140,7.00,13500.00
2009.00,60510.00,Petrol,Automatic,Second,16.95 ,1197,78.9,5.00,3100.00
2016.00,8500.00,Petrol,Manual,First,21.4 ,1197,83.1,5.00,5490.00
2017.00,35981.00,Diesel,Manual,First,24.3 ,1248,88.5,5.00,9510.00
2012.00,23152.00,Petrol,Manual,First,15.6 ,1196,70.02,5.00,2390.00
2014.00,74663.00,CNG,Manual,First,33.54,998,67.04,5.00,3250.00
2014.00,61529.00,Petrol,Automatic,First,18.19 ,1197,103.5,5.00,5650.00
2010.00,91596.00,Diesel,Manual,First,14.95 ,2489,93.7,7.00,1850.00
2019.00,14298.00,Petrol,Automatic,First,13.33 ,2995,340,5.00,2020.00
2013.00,83327.00,Diesel,Manual,First,19.3 ,1248,73.9,5.00,5800.00
2017.00,22857.00,Petrol,Manual,First,16.2 ,1199,74,5.00,6900.00
2013.00,34620.00,Petrol,Manual,Second,17.01 ,1591,121.3,5.00,5350.00
2010.00,56000.00,Petrol,Manual,First,19.81 ,1086,68.05,5.00,2850.00
2014.00,81000.00,Diesel,Automatic,First,13.0 ,2143,204,5.00,22750.00
1998.00,95150.00,Petrol,Manual,Third,17.3 ,993,60,5.00,450.00
2013.00,32776.00,Petrol,Manual,First,20.36 ,1197,78.9,5.00,4640.00
2016.00,51587.00,Diesel,Manual,First,25.8 ,1498,98.6,5.00,5270.00
2016.00,36000.00,Diesel,Manual,First,14.1 ,2179,148,7.00,10000.00
2015.00,22000.00,Petrol,Manual,First,18.5 ,1198,86.8,5.00,3950.00
2010.00,30754.00,Petrol,Manual,First,17.0 ,1197,80,5.00,3380.00
2018.00,37109.00,Petrol,Manual,First,14.69 ,1390,120.33,5.00,16800.00
2010.00,45000.00,Petrol,Manual,First,16.7 ,1198,88.8,5.00,1990.00
2017.00,33284.00,Petrol,Manual,First,18.9 ,1197,82,5.00,5840.00
2016.00,55115.00,Diesel,Automatic,First,14.74 ,2993,270.9,5.00,36150.00
2014.00,18000.00,Diesel,Automatic,First,16.36 ,2179,187.7,5.00,25700.00
2013.00,130790.00,Diesel,Manual,First,16.0 ,2179,140,7.00,9240.00
2015.00,16607.00,Diesel,Manual,First,22.7 ,1598,118,5.00,7650.00
2015.00,32205.00,Diesel,Automatic,First,17.11 ,1968,174.33,5.00,25310.00
2013.00,67000.00,Diesel,Manual,First,19.01 ,1461,108.45,5.00,4750.00
2014.00,57676.00,Petrol,Manual,First,19.1 ,1197,85.8,5.00,6690.00
2012.00,41000.00,Petrol,Manual,First,16.47 ,1198,73.9,5.00,3100.00
2012.00,65000.00,Petrol,Manual,First,19.7 ,796,35,8.00,1550.00
2019.00,12153.00,Petrol,Automatic,First,18.9 ,1197,81.86,5.00,6840.00
2014.00,16810.00,Petrol,Manual,First,25.4 ,624,37.5,4.00,1600.00
2017.00,61221.00,Petrol,Automatic,First,17.84 ,1395,147.51,5.00,21730.00
2015.00,22000.00,Petrol,Manual,First,16.47 ,1198,74,5.00,4750.00
2015.00,63714.00,Petrol,Manual,First,22.74 ,796,47.3,5.00,2450.00
2019.00,14857.00,Diesel,Automatic,First,20.7 ,1496,113.98,5.00,31550.00
2012.00,69000.00,Diesel,Automatic,Second,15.2 ,1968,140.8,5.00,10250.00
2019.00,14648.00,Diesel,Manual,First,12.62 ,2198,158,7.00,27360.00
2013.00,100000.00,Petrol,Manual,Second,15.8 ,1499,110,5.00,6500.00
2016.00,22000.00,Petrol,Manual,First,18.9 ,1197,82,5.00,4250.00
2014.00,10000.00,Petrol,Manual,First,18.2 ,1199,82.4,5.00,5500.00
2015.00,107000.00,Petrol,Manual,First,20.85 ,1197,83.14,5.00,4000.00
2017.00,48198.00,Petrol,Manual,First,17.57 ,1193,88.7,5.00,4650.00
2015.00,15000.00,Diesel,Automatic,First,19.27 ,2143,170,5.00,28500.00
2014.00,80073.00,Diesel,Manual,First,17.3 ,1998,163.7,5.00,7110.00
2013.00,85388.00,Diesel,Manual,First,21.1 ,1248,73.9,5.00,3900.00
2017.00,14700.00,Petrol,Manual,First,18.9 ,1197,81.86,5.00,5600.00
2012.00,150000.00,Diesel,Manual,Third,28.4 ,1248,73.75,5.00,2250.00
2011.00,34994.00,Diesel,Manual,First,22.32 ,1582,126.32,5.00,3900.00
2014.00,82536.00,Diesel,Automatic,First,14.74 ,2993,270.9,5.00,28630.00
2013.00,82000.00,Petrol,Automatic,First,13.7 ,1798,157.75,5.00,7250.00
2006.00,52000.00,Petrol,Manual,Second,18.9 ,998,67.1,5.00,2000.00
2011.00,20000.00,Petrol,Manual,First,16.47 ,1198,73.9,5.00,3500.00
2011.00,55000.00,Petrol,Manual,First,14.8 ,1799,130.2,5.00,5000.00
2015.00,47001.00,CNG,Manual,First,20.0,1196,63,5.00,3720.00
2014.00,52000.00,Petrol,Manual,First,22.5 ,998,67.04,5.00,3450.00
2013.00,43284.00,Diesel,Manual,First,23.4 ,1248,74,5.00,4500.00
2018.00,23875.00,Petrol,Automatic,First,13.0 ,1591,121.3,5.00,14360.00
2016.00,51866.00,Petrol,Manual,First,18.9 ,1197,82,5.00,5500.00
2013.00,69000.00,Diesel,Manual,First,23.08 ,1461,63.1,5.00,3000.00
2017.00,62788.00,Petrol,Manual,First,18.9 ,1197,81.86,5.00,6080.00
2013.00,150000.00,Diesel,Manual,First,20.54 ,1598,103.6,5.00,5000.00
2015.00,47566.00,Diesel,Automatic,First,12.55 ,2982,168.5,7.00,20250.00
2002.00,67000.00,Petrol,Manual,Third,0.0 ,999,null,5.00,1200.00
2018.00,20300.00,Diesel,Automatic,First,11.36 ,2755,171.5,7.00,18000.00
2015.00,48300.00,Diesel,Automatic,First,20.0 ,2143,107.3,5.00,17500.00
2013.00,30000.00,Petrol,Manual,First,21.1 ,814,55.2,5.00,2100.00
2012.00,36000.00,Diesel,Manual,Second,22.7 ,1582,126.24,5.00,7500.00
2015.00,27641.00,Diesel,Automatic,Second,20.7 ,1496,113.98,4.00,24770.00
2015.00,60000.00,Diesel,Manual,First,19.64 ,1461,108.45,5.00,8650.00
2019.00,9000.00,Diesel,Automatic,First,10.91 ,3198,197,7.00,35500.00
2014.00,60750.00,Petrol,Manual,First,14.28 ,1798,138.03,5.00,10500.00
2018.00,9000.00,Diesel,Manual,First,14.0 ,2179,155,7.00,13000.00
2012.00,41100.00,Diesel,Automatic,First,16.77 ,2993,261.49,5.00,26500.00
2004.00,60000.00,Petrol,Manual,Second,17.3 ,1061,64,5.00,1400.00
2017.00,38424.00,Petrol,Manual,First,17.8 ,1497,117.3,5.00,7510.00
2014.00,50000.00,Diesel,Manual,First,22.9 ,1248,74,5.00,4300.00
2015.00,19000.00,Petrol,Automatic,First,18.0 ,1497,117.3,5.00,8950.00
2015.00,58734.00,Diesel,Manual,First,20.77 ,1248,88.76,7.00,6910.00
2016.00,65257.00,Diesel,Manual,First,19.01 ,1461,108.45,5.00,9750.00
2010.00,130000.00,Diesel,Manual,Second,19.3 ,1248,73.9,5.00,4000.00
2011.00,79000.00,Diesel,Manual,First,23.2 ,1248,73.94,5.00,3650.00
2013.00,78000.00,Diesel,Manual,First,15.1 ,2179,140,7.00,10750.00
2015.00,49133.00,Petrol,Manual,First,19.4 ,1198,86.8,5.00,4510.00
2016.00,22769.00,Diesel,Automatic,First,0.0 ,2987,165,5.00,49220.00
2014.00,54448.00,Diesel,Manual,First,21.02 ,1248,88.8,5.00,3700.00
2014.00,158793.00,Diesel,Manual,First,12.8 ,2494,102,7.00,12990.00
2015.00,62088.00,Petrol,Manual,First,18.6 ,1197,85.8,5.00,4150.00
2012.00,14800.00,Petrol,Manual,First,17.01 ,1591,121.3,5.00,4400.00
2015.00,26000.00,Petrol,Manual,First,17.3 ,1497,117.3,7.00,4250.00
2017.00,32005.00,Petrol,Manual,First,18.0 ,1198,86.7,5.00,4250.00
2017.00,35000.00,Petrol,Automatic,First,18.0 ,1497,117.3,5.00,7700.00
2015.00,52000.00,Diesel,Automatic,First,12.7 ,2179,187.7,5.00,39750.00
2017.00,11000.00,Petrol,Manual,First,17.4 ,1497,117.3,5.00,8500.00
2008.00,62000.00,Petrol,Automatic,First,9.5 ,2997,231.1,5.00,7000.00
2002.00,65134.00,Petrol,Manual,Third,13.8 ,1299,70,5.00,800.00
2013.00,71000.00,Diesel,Manual,First,13.0 ,2982,168.5,7.00,15250.00
2008.00,51366.00,Petrol,Manual,First,19.0 ,998,66.1,5.00,2250.00
2016.00,46300.00,Diesel,Manual,First,14.07 ,1948,83.1,7.00,4850.00
2012.00,60908.00,Petrol,Automatic,Second,15.6 ,1497,116.3,5.00,6420.00
2012.00,93450.00,Diesel,Manual,Second,23.19 ,1461,63.12,5.00,2500.00
2011.00,104000.00,Diesel,Automatic,First,19.08 ,1582,126.32,5.00,5750.00
2003.00,52000.00,Petrol,Manual,First,16.1 ,796,37,4.00,500.00
2015.00,42999.00,Diesel,Manual,First,15.1 ,2179,140,7.00,11520.00
2014.00,90000.00,Diesel,Manual,First,21.5 ,1248,88.8,5.00,4500.00
2013.00,72000.00,Petrol,Automatic,First,15.0 ,1396,98.6,5.00,4750.00
2019.00,54321.00,Diesel,Manual,First,19.67 ,1582,126.2,5.00,13540.00
2015.00,59630.00,Diesel,Automatic,First,13.0 ,2143,201.1,5.00,23410.00
2013.00,116000.00,Diesel,Automatic,Second,12.55 ,2982,168.5,7.00,19250.00
2015.00,34000.00,Diesel,Automatic,First,9.0 ,1984,181,5.00,20000.00
2011.00,70000.00,Diesel,Automatic,First,14.21 ,2143,203,5.00,13000.00
2010.00,80000.00,Petrol,Manual,First,10.2 ,2354,180,5.00,3990.00
2015.00,110000.00,Diesel,Manual,First,25.8 ,1498,98.6,5.00,4650.00
2013.00,56454.00,Diesel,Manual,First,28.4 ,1248,73.75,5.00,4650.00
2013.00,60000.00,Petrol,Manual,First,18.6 ,1197,85.8,5.00,3150.00
2013.00,56000.00,Petrol,Automatic,First,14.53 ,1798,138.1,5.00,8250.00
2012.00,63000.00,Diesel,Automatic,Second,11.49 ,4367,335.3,5.00,65000.00
2012.00,63000.00,Diesel,Manual,First,22.9 ,1248,74,5.00,4500.00
2017.00,15050.00,Diesel,Manual,First,16.3 ,1956,170,5.00,17500.00
2016.00,29401.00,Petrol,Manual,First,20.4 ,1197,81.80,5.00,4310.00
2016.00,25238.00,Petrol,Manual,First,18.7 ,1199,88.7,5.00,6200.00
2011.00,79000.00,Diesel,Manual,First,23.59 ,1364,null,5.00,4670.00
2011.00,58752.00,Petrol,Manual,First,16.47 ,1198,73.9,5.00,3320.00
2011.00,62000.00,Petrol,Automatic,First,12.9 ,1799,130,5.00,3750.00
2013.00,132000.00,Petrol,Manual,First,16.78 ,1496,88.73,5.00,4700.00
2016.00,51000.00,Petrol,Manual,First,17.01 ,1591,121.3,5.00,6500.00
2009.00,185200.00,Diesel,Manual,First,12.8 ,2494,102,8.00,7250.00
2016.00,61717.00,Diesel,Manual,First,22.7 ,1598,118,5.00,8940.00
2018.00,8896.00,Petrol,Manual,First,19.0 ,1194,94.68,5.00,7340.00
2016.00,17000.00,Petrol,Manual,First,21.4 ,1197,83.1,5.00,6900.00
2016.00,31378.00,Petrol,Manual,First,18.2 ,1199,88.7,5.00,5900.00
2013.00,114000.00,Diesel,Automatic,First,22.32 ,1582,126.3,5.00,6750.00
2014.00,81000.00,Diesel,Manual,First,25.8 ,1498,98.6,5.00,4100.00
2017.00,31000.00,Diesel,Automatic,First,18.51 ,1968,147.51,5.00,27000.00
2014.00,35000.00,Petrol,Manual,First,15.0 ,1598,103.52,5.00,4500.00
2013.00,60001.00,Diesel,Automatic,First,17.11 ,1968,174.33,5.00,14500.00
2014.00,75074.00,Diesel,Manual,First,23.4 ,1248,74,5.00,5250.00
2012.00,80000.00,Diesel,Manual,Second,22.3 ,1248,74,5.00,1200.00
2006.00,147350.00,Diesel,Manual,Second,12.99 ,2494,100.6,8.00,4950.00
2013.00,60000.00,Diesel,Manual,First,19.64 ,1461,108.45,5.00,7500.00
2015.00,7501.00,Petrol,Automatic,First,10.0 ,2996,333,4.00,48000.00
2015.00,58000.00,Diesel,Manual,First,25.8 ,1498,98.6,5.00,4450.00
2018.00,29277.00,Diesel,Automatic,First,11.57 ,2987,254.79,5.00,59650.00
2015.00,57034.00,Diesel,Manual,First,23.2 ,1248,73.94,5.00,4380.00
2016.00,40810.00,Diesel,Manual,First,28.09 ,1248,88.5,5.00,7900.00
2008.00,35268.00,Petrol,Manual,Second,0.0 ,1086,62,5.00,1880.00
2008.00,81000.00,Diesel,Automatic,Second,18.48 ,,,,10500.00
2018.00,34630.00,Petrol,Automatic,First,21.4 ,1197,83.1,5.00,7290.00
2012.00,45122.00,Diesel,Manual,First,23.5 ,1498,88.7,5.00,6000.00
2011.00,126000.00,Diesel,Manual,Third,16.0 ,2179,140,7.00,6700.00
2009.00,63000.00,Petrol,Manual,First,19.7 ,796,46.3,5.00,1500.00
2016.00,32298.00,Diesel,Automatic,First,20.7 ,1496,113.98,4.00,23800.00
2014.00,63288.00,Diesel,Manual,First,15.1 ,2179,140,7.00,7770.00
2012.00,43337.00,Petrol,Manual,First,17.92 ,1086,62.1,5.00,3320.00
2015.00,46561.00,Diesel,Manual,First,22.9 ,1248,74,5.00,4940.00
2013.00,34000.00,Diesel,Automatic,Second,20.0 ,2143,107.3,5.00,11000.00
2016.00,48000.00,Petrol,Manual,First,25.17 ,799,53.3,5.00,3400.00
2013.00,56263.00,Diesel,Manual,First,22.9 ,1248,74,5.00,4170.00
2005.00,84060.00,Petrol,Manual,Second,17.3 ,993,60,5.00,1250.00
2016.00,9000.00,Petrol,Automatic,First,18.9 ,1197,82,5.00,5450.00
2012.00,79000.00,Diesel,Manual,First,21.12 ,1248,88.8,5.00,2590.00
2015.00,87900.00,Diesel,Manual,First,16.0 ,2179,140,7.00,12010.00
2010.00,72425.00,Petrol,Manual,Second,17.5 ,1197,85.8,5.00,2450.00
2015.00,38000.00,Diesel,Automatic,First,15.73 ,1968,174.33,5.00,29000.00
2008.00,83000.00,Diesel,Manual,Second,17.8 ,1399,null,5.00,2400.00
2010.00,107000.00,Diesel,Automatic,First,14.84 ,2143,170,5.00,11990.00
2015.00,51000.00,Petrol,Automatic,First,18.0 ,1497,117.3,5.00,7900.00
2010.00,140000.00,Diesel,Manual,Third,12.8 ,2494,102,7.00,6250.00
2011.00,48000.00,Petrol,Manual,Second,18.6 ,1199,79.4,5.00,1800.00
2013.00,62000.00,CNG,Manual,First,26.6,998,58.16,5.00,2800.00
2015.00,31000.00,Petrol,Manual,First,18.7 ,1199,88.7,5.00,4900.00
2010.00,75055.00,Petrol,Manual,First,18.06 ,1198,75,5.00,2250.00
2017.00,51210.00,Petrol,Automatic,First,19.12 ,1373,91.1,5.00,8890.00
2012.00,87000.00,Diesel,Automatic,First,12.55 ,2982,168.5,7.00,15000.00
2018.00,17000.00,Diesel,Manual,First,26.1 ,1498,99,5.00,5650.00
2014.00,57000.00,Diesel,Manual,First,20.77 ,1248,88.8,7.00,7000.00
2016.00,9370.00,Petrol,Manual,First,22.74 ,796,47.3,5.00,2950.00
2013.00,53226.00,Petrol,Manual,First,19.4 ,1198,86.8,5.00,3300.00
2010.00,120000.00,Diesel,Manual,Second,16.2 ,1493,110,5.00,3500.00
2007.00,75055.00,Petrol,Manual,First,12.8 ,1493,100,5.00,2300.00
2017.00,37247.00,Diesel,Manual,First,19.67 ,1582,126.2,5.00,13690.00
2013.00,64000.00,Diesel,Manual,First,23.59 ,1364,67.06,5.00,3100.00
2014.00,12000.00,Petrol,Manual,First,13.44 ,2359,198.25,5.00,12750.00
2017.00,40158.00,Diesel,Manual,First,19.67 ,1582,126.2,5.00,13750.00
2017.00,11000.00,Petrol,Manual,First,18.7 ,1199,88.7,5.00,6750.00
2014.00,70010.00,Diesel,Manual,First,20.54 ,1598,103.6,5.00,5250.00
2015.00,82000.00,Diesel,Manual,First,16.0 ,2179,140,7.00,8750.00
2017.00,57259.00,Diesel,Manual,First,18.49 ,1493,100,7.00,8870.00
2010.00,84000.00,Petrol,Automatic,Second,11.1 ,2354,142,5.00,6500.00
2012.00,168000.00,Diesel,Manual,First,20.77 ,1248,88.76,7.00,4500.00
2012.00,73670.00,Diesel,Manual,First,12.83 ,2696,162,7.00,12500.00
2014.00,89540.00,Diesel,Automatic,First,12.55 ,2982,168.5,7.00,16800.00
2016.00,85423.00,Diesel,Manual,First,20.77 ,1248,88.8,7.00,8750.00
2013.00,48823.00,Diesel,Automatic,First,19.5 ,1582,126.24,5.00,8500.00
2011.00,35082.00,Petrol,Manual,First,20.36 ,1197,78.9,5.00,2210.00
2012.00,126000.00,Petrol,Manual,First,16.8 ,796,34.2,5.00,1600.00
2016.00,19000.00,Petrol,Automatic,First,15.5 ,1198,86.7,5.00,6250.00
2007.00,69000.00,Petrol,Automatic,Second,12.9 ,1799,130,5.00,2250.00
2019.00,29836.00,Diesel,Automatic,First,17.9 ,2143,136,5.00,25750.00
2010.00,48002.00,Petrol,Manual,Second,13.14 ,1798,157.8,5.00,6750.00
2015.00,52324.00,Diesel,Manual,First,28.09 ,1248,88.5,5.00,6250.00
2013.00,65000.00,Diesel,Manual,First,22.7 ,1498,89.84,5.00,5100.00
2009.00,66000.00,Diesel,Automatic,Second,8.7 ,2987,224.34,5.00,10750.00
2016.00,75700.00,Diesel,Manual,First,24.0 ,1120,70,5.00,5700.00
2013.00,43000.00,Diesel,Manual,First,20.5 ,1598,105,5.00,5950.00
2012.00,42706.00,Diesel,Manual,First,25.44 ,936,56.3,5.00,2400.00
2013.00,35000.00,Diesel,Manual,First,17.21 ,1493,100,7.00,3490.00
2011.00,54348.00,Petrol,Automatic,First,19.2 ,1197,80,5.00,4000.00
2013.00,84000.00,Diesel,Manual,First,23.59 ,1364,67.04,5.00,3850.00
2010.00,63298.00,Petrol,Automatic,First,14.53 ,1794,138.1,5.00,3950.00
2013.00,75049.00,Petrol,Manual,Second,20.36 ,1197,78.9,5.00,3000.00
2018.00,24237.00,Petrol,Manual,First,18.16 ,1196,86.8,5.00,6700.00
2016.00,22767.00,Petrol,Manual,First,18.5 ,1197,85.80,5.00,6140.00
2012.00,58000.00,Petrol,Automatic,Second,15.0 ,1396,98.6,5.00,4400.00
2017.00,57000.00,Diesel,Manual,First,26.59 ,1248,74,5.00,4250.00
2010.00,50161.00,Petrol,Automatic,First,8.77 ,4395,402,5.00,25930.00
2016.00,45000.00,Diesel,Manual,First,22.7 ,1598,118,5.00,7000.00
2017.00,68319.00,Diesel,Automatic,First,12.55 ,2982,168.5,7.00,25120.00
2017.00,30711.00,Petrol,Manual,First,20.3 ,998,68.05,5.00,4450.00
2011.00,38277.00,Diesel,Manual,First,21.9 ,1396,90,5.00,2400.00
2012.00,115000.00,Diesel,Manual,Second,20.54 ,1598,103.6,5.00,4330.00
2017.00,46849.00,Petrol,Automatic,First,18.5 ,1197,83.14,5.00,6930.00
2014.00,64000.00,Diesel,Manual,First,21.9 ,1396,90,5.00,4250.00
2010.00,130923.00,Diesel,Automatic,First,14.21 ,2143,203,5.00,12500.00
2015.00,15000.00,Petrol,Manual,First,18.9 ,1197,82,5.00,4900.00
2014.00,32720.00,Diesel,Manual,First,23.0 ,1396,90,5.00,4500.00
2016.00,12500.00,Petrol,Manual,First,25.17 ,799,53.3,5.00,3000.00
2015.00,59800.00,Petrol,Automatic,First,16.9 ,1197,82,5.00,5800.00
2011.00,54211.00,Petrol,Manual,First,15.04 ,1598,103.6,5.00,3330.00
2015.00,62242.00,Diesel,Automatic,First,14.39 ,1998,163.7,5.00,6620.00
2015.00,54000.00,Diesel,Manual,Second,19.01 ,1461,108.5,5.00,5750.00
2012.00,65000.00,Diesel,Manual,First,22.32 ,1582,126.32,5.00,6200.00
2015.00,55000.00,Petrol,Automatic,First,23.1 ,998,67.04,5.00,3500.00
2010.00,71000.00,Petrol,Manual,First,18.9 ,998,67.1,5.00,2000.00
2012.00,70000.00,Diesel,Manual,First,21.9 ,1396,88.8,5.00,4000.00
2011.00,53000.00,Petrol,Automatic,First,12.3 ,1781,163.2,5.00,9500.00
2013.00,43000.00,Diesel,Automatic,First,17.05 ,1995,184,5.00,17500.00
2015.00,54000.00,Petrol,Automatic,First,14.3 ,1598,103.52,5.00,6110.00
2014.00,51000.00,Petrol,Manual,First,20.36 ,1197,78.9,5.00,3750.00
2007.00,78000.00,Diesel,Manual,Second,10.5 ,2835,107.2,6.00,6200.00
2014.00,25000.00,Diesel,Manual,First,26.0 ,1498,98.6,5.00,6150.00
2012.00,12600.00,Petrol,Manual,First,20.92 ,998,67.1,5.00,2400.00
2009.00,80000.00,Diesel,Manual,Fourth & Above,17.8 ,1248,75,5.00,2150.00
2016.00,21000.00,Petrol,Manual,First,18.9 ,1197,82,5.00,3750.00
2011.00,32000.00,Petrol,Manual,Second,15.6 ,1196,70,5.00,2150.00
2015.00,50000.00,Petrol,Manual,First,18.9 ,1197,81.86,5.00,4750.00
2010.00,47500.00,Petrol,Manual,First,15.5 ,1586,103.3,5.00,2450.00
2017.00,7500.00,Petrol,Manual,First,17.4 ,1497,117.3,5.00,11150.00
2016.00,68163.00,Diesel,Automatic,First,19.6 ,1461,108.45,5.00,8900.00
2014.00,61000.00,Diesel,Manual,First,25.8 ,1498,98.6,5.00,4350.00
2015.00,100000.00,Diesel,Manual,Second,12.99 ,2494,100.6,7.00,12000.00
2009.00,61500.00,Diesel,Automatic,Second,16.07 ,1995,181,5.00,8500.00
2017.00,42883.00,Petrol,Manual,First,19.81 ,1086,68.05,5.00,4270.00
2012.00,97000.00,Diesel,Manual,Second,20.45 ,1461,83.8,5.00,4250.00
2010.00,39525.00,Petrol,Automatic,First,11.3 ,2360,170,5.00,9250.00
2017.00,35384.00,Diesel,Manual,First,24.3 ,1248,88.5,5.00,8610.00
2010.00,46000.00,Diesel,Automatic,First,11.8 ,2987,261,7.00,28000.00
2018.00,32189.00,Diesel,Manual,First,23.0 ,1498,98.96,5.00,9250.00
